trial,elapsed_ms,throughput_mbps,user_ms,sys_ms,vol_cs,invol_cs
0,45.268004,2109.206887,2.928000,34.799000,3145,0
1,45.725402,2185.685622,0.000000,36.527000,3188,0
2,45.752234,2209.065812,0.000000,35.756000,3186,0
3,45.890523,2186.968198,0.000000,36.776000,3169,0
4,47.411186,2179.099157,0.557000,35.812000,3161,0
