trial,elapsed_ms,throughput_mbps,user_ms,sys_ms,vol_cs,invol_cs
0,0.294066,3195.031074,0.093000,0.407000,9,0
1,0.312986,3068.068148,0.055000,0.418000,11,0
2,0.325938,3400.597007,0.095000,0.379000,9,0
