timestamp,operating_system,kernel_name,kernel_release,kernel_version,architecture,hostname,wsl_detected,cpu_model,logical_cpus,page_size_bytes,total_memory_bytes,available_memory_bytes,compiler,compiler_version,c_standard,optimization,build_flags
"2026-08-27 21:16:00 +0600","Ubuntu 26.04 LTS","Linux","6.18.33.2-microsoft-standard-WSL2","#1 SMP PREEMPT_DYNAMIC Thu Jun 18 21:54:43 UTC 2026","x86_64","DESKTOP-BB9H1BQ",1,"12th Gen Intel(R) Core(TM) i5-12500H",16,4096,8180629504,6412509184,"GCC","15.2.0","C11","Enabled","-O2 -Wall -Wextra -Wpedantic -std=c11 -D_POSIX_C_SOURCE=200809L -pthread"
